AÑ;PERIODO;FECHA DE EMISION;FECHA DE VENCIMIENTO;CODIGO DE CLIENTE;CLIENTE;Indicador;DE_TIPO_DOCU;N° DOCUMENT;MONEDA;TIPO DE  CAMBIO;BASE IMPONIBLE;IGV;TOTAL;BASE IMPONIBLE SOLES;IGV SOLES;TOTAL SOLES;TIPO DE PAGO;CONDICION DE PAGO;DE_TIPO_DOCU;N° DOCUMENT;MONEDA;TIPO DE CAMBIO;BASE IMPONIBLE;IGV;TOTAL;BASE IMPONIBLE SOLES;IGV SOLES;TOTAL SOLES;VENDEDORES
2025;2025-11;12/11/2025;11/01/2026;20512868046;CORPORACION PESQUERA INCA S.A.C.;1;FACTURA;F001-00045410;USD;3.37;234;42.12;276.12;0;0;0;CREDITO;Factura a 60 día;OTROS;;;0;0;0;0;0;0;0;CLAUDIO BALDEON
2026;2026-01;20/01/2026;20/01/2026;20603726091;TECNICAS EN INGENIERIA OLEOHIDRAULICAS S.A.C.;1;FACTURA;F001-00046083;USD;3.37;713.21;128.38;841.59;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-10;30/10/2025;29/11/2025;20450497950;DON POLLO TROPICAL S.A.C.;1;FACTURA;F001-00045285;USD;3.39;1,600.00;288;1,888.00;0;0;0;CREDITO;Factura a 30 día;NOTA DE CRÉDIT;F001-00001878;USD;3.394;-1,600.00;-288;-1,888.00;0;0;0;CRISTHIAN VEGA
2025;2025-09;29/09/2025;29/10/2025;20502351908;OPP FILM S.A.;1;FACTURA;F001-00044881;USD;3.5;5,336.00;960.48;6,296.48;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ANTHONY INFANTES
2025;2025-11;12/11/2025;11/01/2026;20512868046;CORPORACION PESQUERA INCA S.A.C.;1;FACTURA;F001-00045411;USD;3.37;468;84.24;552.24;0;0;0;CREDITO;Factura a 60 día;OTROS;;;0;0;0;0;0;0;0;CLAUDIO BALDEON
2026;2026-01;13/01/2026;14/03/2026;20330262428;COMPAÑIA MINERA ANTAMINA S.A;1;FACTURA;F001-00045972;USD;3.37;51,115.81;9,200.85;60,316.66;0;0;0;CREDITO;Factura a 60 día;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2026;2026-01;13/01/2026;14/03/2026;20330262428;COMPAÑIA MINERA ANTAMINA S.A;1;FACTURA;F001-00045973;USD;3.37;49,693.98;8,944.92;58,638.90;0;0;0;CREDITO;Factura a 60 día;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2025;2025-11;27/11/2025;27/11/2025;20601115388;GER EXPORT S.A.;1;FACTURA;F001-00045611;USD;3.37;0;0;0;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2026;2026-03;9/03/2026;8/04/2026;20100192064;MOLY-COP ADESUR S.A.;1;FACTURA;F001-00046580;USD;3.48;41.47;7.46;48.93;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2026;2026-03;9/03/2026;8/05/2026;20100135699;GEOTEC S A;1;FACTURA;F001-00046582;USD;3.48;329.14;59.25;388.39;0;0;0;CREDITO;Factura a 60 día;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2025;2025-11;27/11/2025;25/02/2026;20261677955;NEXA RESOURCES CAJAMARQUILLA S.A.;1;FACTURA;F001-00045609;USD;3.37;1,677.00;301.86;1,978.86;0;0;0;CREDITO;Factura a 90 día;OTROS;;;0;0;0;0;0;0;0;CLAUDIO BALDEON
2025;2025-11;28/11/2025;28/11/2025;20603749465;ECOPACKING CARTONES SOCIEDAD ANONIMA;1;FACTURA;F001-00045617;USD;3.37;0;0;0;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;ANTHONY INFANTES
2026;2026-02;20/02/2026;22/03/2026;20101030963;SULLAIR DEL PACIFICO S.A.C.;1;FACTURA;F001-00046420;USD;3.37;2,200.00;396;2,596.00;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;CLAUDIO BALDEON
2026;2026-01;12/01/2026;27/01/2026;20512780114;CICSA PERU S.A.C.;1;FACTURA;F001-00045959;USD;3.37;224.4;40.39;264.79;0;0;0;CREDITO;Factura a 15 día;OTROS;;;0;0;0;0;0;0;0;JACKELINE PANDO
2026;2026-01;27/01/2026;28/03/2026;20330262428;COMPAÑIA MINERA ANTAMINA S.A;1;FACTURA;F001-00046166;USD;3.36;5,761.92;1,037.15;6,799.07;0;0;0;CREDITO;Factura a 60 día;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2025;2025-10;20/10/2025;19/11/2025;20501158012;FILTROS SAN JORGE S.A.C.;1;FACTURA;F001-00045097;USD;3.39;480.49;86.49;566.98;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-10;23/10/2025;22/11/2025;20501158012;FILTROS SAN JORGE S.A.C.;1;FACTURA;F001-00045178;USD;3.4;138.6;24.95;163.55;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-10;27/10/2025;26/11/2025;20501158012;FILTROS SAN JORGE S.A.C.;1;FACTURA;F001-00045210;USD;3.39;734.58;132.22;866.8;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-11;28/11/2025;28/11/2025;20600405358;OLIVOS MAQUINARIAS S.A.C.;1;FACTURA;F001-00045641;USD;3.37;0;0;0;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;CRISTHIAN VEGA
2025;2025-11;12/11/2025;11/01/2026;20512868046;CORPORACION PESQUERA INCA S.A.C.;1;FACTURA;F001-00045412;USD;3.37;234;42.12;276.12;0;0;0;CREDITO;Factura a 60 día;OTROS;;;0;0;0;0;0;0;0;CLAUDIO BALDEON
2025;2025-11;27/11/2025;27/12/2025;20535689394;OVERPRIME MANUFACTURING S.A.C.;1;FACTURA;F001-00045588;USD;3.37;467.15;84.09;551.24;0;0;0;CREDITO;Factura a 30 día;NOTA DE CRÉDIT;F001-00001901;USD;3.371;-467.15;-84.09;-551.24;0;0;0;KLEBER SANTA CRUZ
2026;2026-01;29/01/2026;30/03/2026;20330262428;COMPAÑIA MINERA ANTAMINA S.A;1;FACTURA;F001-00046197;USD;3.35;3,841.28;691.43;4,532.71;0;0;0;CREDITO;Factura a 60 día;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2025;2025-11;28/11/2025;28/11/2025;20603578474;SIERRA DRILLING S.A.C.;1;FACTURA;F001-00045648;USD;3.37;369.6;66.53;436.13;0;0;0;CONTADO;Contado;NOTA DE CRÉDIT;F001-00001903;USD;3.371;-369.6;-66.53;-436.13;0;0;0;KLEBER SANTA CRUZ
2026;2026-01;29/01/2026;30/03/2026;20330262428;COMPAÑIA MINERA ANTAMINA S.A;1;FACTURA;F001-00046198;USD;3.35;385.8;69.44;455.24;0;0;0;CREDITO;Factura a 60 día;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2026;2026-02;20/02/2026;22/03/2026;20101030963;SULLAIR DEL PACIFICO S.A.C.;1;FACTURA;F001-00046421;USD;3.37;672.08;120.97;793.05;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;CLAUDIO BALDEON
2025;2025-11;12/11/2025;11/01/2026;20512868046;CORPORACION PESQUERA INCA S.A.C.;1;FACTURA;F001-00045413;USD;3.37;2,611.20;470.02;3,081.22;0;0;0;CREDITO;Factura a 60 día;NOTA DE CRÉDIT;F001-00001900;USD;3.371;-2,611.20;-470.02;-3,081.22;0;0;0;CLAUDIO BALDEON
2025;2025-11;27/11/2025;25/02/2026;20261677955;NEXA RESOURCES CAJAMARQUILLA S.A.;1;FACTURA;F001-00045610;USD;3.37;267.92;48.23;316.15;0;0;0;CREDITO;Factura a 90 día;OTROS;;;0;0;0;0;0;0;0;CLAUDIO BALDEON
2025;2025-08;26/08/2025;25/09/2025;20548179832;FLUID MECHANICS COMPANY S.A.C. - FLUIMEC S.A.C.;1;FACTURA;F001-00044513;USD;3.53;3,331.36;599.64;3,931.00;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-08;27/08/2025;26/09/2025;20548179832;FLUID MECHANICS COMPANY S.A.C. - FLUIMEC S.A.C.;1;FACTURA;F001-00044527;USD;3.54;199.94;35.99;235.93;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-09;23/09/2025;8/10/2025;20548179832;FLUID MECHANICS COMPANY S.A.C. - FLUIMEC S.A.C.;1;FACTURA;F001-00044823;USD;3.51;3,414.48;614.61;4,029.09;0;0;0;CREDITO;Factura a 15 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2026;2026-02;24/02/2026;26/03/2026;20100147514;SOUTHERN PERU COPPER CORPORATION SUCURSA L DEL PERU;1;FACTURA;F001-00046463;USD;3.36;4,414.00;794.52;5,208.52;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;CLAUDIO BALDEON
2025;2025-10;14/10/2025;13/11/2025;20502351908;OPP FILM S.A.;1;FACTURA;F001-00045056;USD;3.44;414.28;74.57;488.85;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ANTHONY INFANTES
2025;2025-10;23/10/2025;22/11/2025;20600617045;OPERACIONES MINERAS SAN PEDRO SOCIEDAD ANONIMA CERRADA;1;FACTURA;F001-00045164;USD;3.4;4,721.17;849.81;5,570.98;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2026;2026-03;3/03/2026;3/03/2026;20613213792;R2S SPARE PARTS S.A.C.;1;FACTURA;F001-00046553;USD;3.37;763.49;137.43;900.92;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2026;2026-01;30/01/2026;30/01/2026;10729300107;GARCIA ROMERO HILLARY MILAGROS;1;FACTURA;F001-00046219;USD;3.35;33.66;6.06;39.72;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;JACKELINE PANDO
2025;2025-11;13/11/2025;12/01/2026;20512868046;CORPORACION PESQUERA INCA S.A.C.;1;FACTURA;F001-00045428;USD;3.37;7,272.99;1,309.14;8,582.13;0;0;0;CREDITO;Factura a 60 día;OTROS;;;0;0;0;0;0;0;0;CLAUDIO BALDEON
2026;2026-01;15/01/2026;16/03/2026;20330262428;COMPAÑIA MINERA ANTAMINA S.A;1;FACTURA;F001-00046045;USD;3.37;826;148.68;974.68;0;0;0;CREDITO;Factura a 60 día;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2025;2025-10;27/10/2025;26/11/2025;20502351908;OPP FILM S.A.;1;FACTURA;F001-00045201;USD;3.39;6,846.00;1,232.28;8,078.28;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ANTHONY INFANTES
2025;2025-10;27/10/2025;26/11/2025;20502351908;OPP FILM S.A.;1;FACTURA;F001-00045211;USD;3.39;1,443.33;259.8;1,703.13;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ANTHONY INFANTES
2026;2026-01;26/01/2026;27/03/2026;20330262428;COMPAÑIA MINERA ANTAMINA S.A;1;FACTURA;F001-00046133;USD;3.36;314.46;56.6;371.06;0;0;0;CREDITO;Factura a 60 día;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2025;2025-11;11/11/2025;11/12/2025;20504595863;PESQUERA CANTABRIA S.A.;1;FACTURA;F001-00045390;USD;3.38;748.8;134.78;883.58;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;CLAUDIO BALDEON
2025;2025-10;27/10/2025;26/11/2025;20470059738;ENERGIA PERUANA S.A.C.;1;FACTURA;F001-00045213;USD;3.39;590;106.2;696.2;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-11;5/11/2025;5/12/2025;20470059738;ENERGIA PERUANA S.A.C.;1;FACTURA;F001-00045343;USD;3.38;968;174.24;1,142.24;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-10;7/10/2025;21/11/2025;20549781030;CORPORACION A & P S.A.C.;1;FACTURA;F001-00044974;USD;3.47;7,762.00;1,397.16;9,159.16;0;0;0;CREDITO;Factura a 45 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-10;30/10/2025;29/11/2025;20134930650;HIDRAULICA ZAMALLOA EIRL;1;FACTURA;F001-00045278;USD;3.39;1,434.23;258.16;1,692.39;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-11;28/11/2025;28/11/2025;20538006531;GROUP GLOBAL INVESTEMENT AND SERVICES S.A.C;1;FACTURA;F001-00045647;USD;3.37;569.65;102.54;672.19;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2026;2026-01;30/01/2026;30/01/2026;10158485660;MEJIA COSSIO JUDY AMPARO;1;FACTURA;F001-00046233;USD;3.35;750.28;135.05;885.33;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;JACKELINE PANDO
2025;2025-10;13/10/2025;12/11/2025;20118201401;RIVERA DIESEL S.A.;1;FACTURA;F001-00045037;USD;3.44;11.5;2.07;13.57;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;JACKELINE PANDO
2025;2025-12;10/12/2025;10/12/2025;20601900514;PESQUERA DON AMERICO S.A.C.;1;FACTURA;F001-00045734;USD;3.37;0;0;0;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-10;29/10/2025;28/11/2025;20134690080;FAMAI SEAL JET S.A.C.;1;FACTURA;F001-00045251;USD;3.4;329.26;59.27;388.53;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;CLAUDIO BALDEON
2025;2025-11;25/11/2025;24/01/2026;20110950544;A & A IMPORT S.A.;1;FACTURA;F001-00045564;USD;3.4;1,615.87;290.86;1,906.73;0;0;0;CREDITO;Factura a 60 día;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2026;2026-01;12/01/2026;11/02/2026;20120858425;POWER S.A.C.;1;FACTURA;F001-00045947;USD;3.37;426.36;76.74;503.1;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-11;17/11/2025;16/01/2026;20512868046;CORPORACION PESQUERA INCA S.A.C.;1;FACTURA;F001-00045448;USD;3.37;900;162;1,062.00;0;0;0;CREDITO;Factura a 60 día;OTROS;;;0;0;0;0;0;0;0;CLAUDIO BALDEON
2025;2025-12;22/12/2025;21/01/2026;20604260583;COMERCIALIZADORA ROCAYA E.I.R.L.;1;FACTURA;F001-00045847;USD;3.37;1,209.00;217.62;1,426.62;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;JACKELINE PANDO
2026;2026-02;13/02/2026;14/04/2026;20512868046;CORPORACION PESQUERA INCA S.A.C.;1;FACTURA;F001-00046362;USD;3.36;257.95;46.43;304.38;0;0;0;CREDITO;Factura a 60 día;OTROS;;;0;0;0;0;0;0;0;CLAUDIO BALDEON
2025;2025-12;30/12/2025;29/01/2026;20501158012;FILTROS SAN JORGE S.A.C.;1;FACTURA;F001-00045920;USD;3.37;713.43;128.42;841.85;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2026;2026-01;20/01/2026;19/02/2026;20100147514;SOUTHERN PERU COPPER CORPORATION SUCURSA L DEL PERU;1;FACTURA;F001-00046080;USD;3.37;6,209.90;1,117.78;7,327.68;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;CLAUDIO BALDEON
2025;2025-12;5/12/2025;5/12/2025;20608209744;TECHNICAL PROCESS ENGINEERING SOCIEDAD ANONIMA CERRADA;1;FACTURA;F001-00045703;USD;3.36;1,470.03;264.6;1,734.63;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;CRISTHIAN VEGA
2025;2025-09;26/09/2025;26/10/2025;20608371134;COMPAÑIA COLMER S.A.C;1;FACTURA;F001-00044852;USD;3.51;115.65;20.82;136.47;0;0;0;CREDITO;Factura a 30 día;NOTA DE CRÉDIT;F001-00001866;USD;3.511;-115.65;-20.82;-136.47;0;0;0;ROBSON MOSCOSO
2025;2025-10;3/10/2025;2/12/2025;20608371134;COMPAÑIA COLMER S.A.C;1;FACTURA;F001-00044950;USD;3.49;2,959.29;532.67;3,491.96;0;0;0;CREDITO;Factura a 60 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-06;23/06/2025;23/07/2025;20600180631;AGROAURORA SOCIEDAD ANONIMA CERRADA - AGROAURORA S.A.C.;1;FACTURA;F001-00043857;USD;3.6;1,863.40;335.41;2,198.81;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2025;2025-07;9/07/2025;8/08/2025;20600180631;AGROAURORA SOCIEDAD ANONIMA CERRADA - AGROAURORA S.A.C.;1;FACTURA;F001-00044041;USD;3.56;728;131.04;859.04;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2025;2025-12;22/12/2025;21/01/2026;20604260583;COMERCIALIZADORA ROCAYA E.I.R.L.;1;FACTURA;F001-00045849;USD;3.37;1,209.00;217.62;1,426.62;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;JACKELINE PANDO
2025;2025-11;3/11/2025;3/12/2025;20450497950;DON POLLO TROPICAL S.A.C.;1;FACTURA;F001-00045325;USD;3.38;1,600.00;288;1,888.00;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;CRISTHIAN VEGA
2025;2025-08;28/08/2025;26/11/2025;20101026001;CERAMICA LIMA S A;1;FACTURA;F001-00044528;USD;3.56;240.6;43.31;283.91;0;0;0;CREDITO;Factura a 90 día;OTROS;;;0;0;0;0;0;0;0;ISAAC OSORIO
2025;2025-12;1/12/2025;1/12/2025;20603234813;COMPAÑIA MECANICA Y CONMINUCIÓN S.A;1;FACTURA;F001-00045661;USD;3.37;109.6;19.73;129.33;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-12;10/12/2025;10/12/2025;20613485512;CORPEMAT S.A.C.;1;FACTURA;F001-00045723;USD;3.37;375.01;67.5;442.51;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-12;12/12/2025;12/12/2025;20515250868;PIL PERU S.A.C.;1;FACTURA;F001-00045758;USD;3.37;0;0;0;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;CRISTHIAN VEGA
2025;2025-12;12/12/2025;12/12/2025;20515250868;PIL PERU S.A.C.;1;FACTURA;F001-00045759;USD;3.37;977.59;175.97;1,153.56;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;CRISTHIAN VEGA
2025;2025-12;12/12/2025;12/12/2025;20515250868;PIL PERU S.A.C.;1;FACTURA;F001-00045757;USD;3.37;5,820.33;1,047.66;6,867.99;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;CRISTHIAN VEGA
2025;2025-11;27/11/2025;26/01/2026;20512868046;CORPORACION PESQUERA INCA S.A.C.;1;FACTURA;F001-00045607;USD;3.37;2,402.40;432.43;2,834.83;0;0;0;CREDITO;Factura a 60 día;OTROS;;;0;0;0;0;0;0;0;CLAUDIO BALDEON
2026;2026-02;19/02/2026;21/03/2026;20417926632;MOTORES DIESEL ANDINOS S.A.- MODASA;1;FACTURA;F001-00046398;USD;3.35;278.4;50.11;328.51;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2026;2026-01;28/01/2026;29/03/2026;20330262428;COMPAÑIA MINERA ANTAMINA S.A;1;FACTURA;F001-00046170;USD;3.35;5,702.30;1,026.41;6,728.71;0;0;0;CREDITO;Factura a 60 día;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2026;2026-02;27/02/2026;28/04/2026;20330262428;COMPAÑIA MINERA ANTAMINA S.A;1;FACTURA;F001-00046531;USD;3.36;616.8;111.02;727.82;0;0;0;CREDITO;Factura a 60 día;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2026;2026-01;28/01/2026;29/03/2026;20330262428;COMPAÑIA MINERA ANTAMINA S.A;1;FACTURA;F001-00046171;USD;3.35;51,991.26;9,358.43;61,349.69;0;0;0;CREDITO;Factura a 60 día;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2025;2025-10;31/10/2025;29/01/2026;20492744833;NEXA RESOURCES EL PORVENIR S.A.C.;1;FACTURA;F001-00045300;USD;3.4;1,794.41;322.99;2,117.40;0;0;0;CREDITO;Factura a 90 día;OTROS;;;0;0;0;0;0;0;0;CLAUDIO BALDEON
2025;2025-11;28/11/2025;28/12/2025;20266352337;SOFTYS PERU S.A.C.;1;FACTURA;F001-00045649;PEN;3.37;570.23;102.64;672.87;570.23;102.64;672.87;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ANTHONY INFANTES
2025;2025-12;26/12/2025;25/01/2026;20100103223;TECNOFIL S A;1;FACTURA;F001-00045885;USD;3.37;516.66;93;609.66;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-11;18/11/2025;17/01/2026;20506342563;TECNICA AVICOLA S.A.;1;FACTURA;F001-00045463;USD;3.37;527.81;95.01;622.82;0;0;0;CREDITO;Factura a 60 día;OTROS;;;0;0;0;0;0;0;0;CLAUDIO BALDEON
2026;2026-01;20/01/2026;19/02/2026;20100147514;SOUTHERN PERU COPPER CORPORATION SUCURSA L DEL PERU;1;FACTURA;F001-00046090;USD;3.37;3,037.50;546.75;3,584.25;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;CLAUDIO BALDEON
2026;2026-01;20/01/2026;19/02/2026;20100147514;SOUTHERN PERU COPPER CORPORATION SUCURSA L DEL PERU;1;FACTURA;F001-00046091;USD;3.37;7,950.00;1,431.00;9,381.00;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;CLAUDIO BALDEON
2025;2025-12;19/12/2025;19/03/2026;20100110513;NEXA RESOURCES PERU S.A.A.;1;FACTURA;F001-00045816;USD;3.37;73,325.76;13,198.64;86,524.40;0;0;0;CREDITO;Factura a 90 día;OTROS;;;0;0;0;0;0;0;0;CLAUDIO BALDEON
2026;2026-03;17/03/2026;17/03/2026;20523998235;M Y R SERVIPLAST DEL PERU SOCIEDAD ANONIMA CERRADA;1;FACTURA;F001-00046659;USD;3.44;495.94;89.27;585.21;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-12;10/12/2025;9/01/2026;20501158012;FILTROS SAN JORGE S.A.C.;1;FACTURA;F001-00045722;USD;3.37;217.68;39.18;256.86;0;0;0;CREDITO;Factura a 30 día;NOTA DE CRÉDIT;F001-00001915;USD;3.369;-217.68;-39.18;-256.86;0;0;0;ROBSON MOSCOSO
2025;2025-12;15/12/2025;29/01/2026;20516377047;ONLINK SOCIEDAD ANONIMA CERRADA;1;FACTURA;F001-00045781;USD;3.37;683.92;123.11;807.03;0;0;0;CREDITO;Factura a 45 día;NOTA DE CRÉDIT;F001-00001920;USD;3.373;-683.92;-123.11;-807.03;0;0;0;KLEBER SANTA CRUZ
2025;2025-12;22/12/2025;22/12/2025;20100276322;EMPRESA METAL MECANICA S A EMEMSA;1;FACTURA;F001-00045854;USD;3.37;0;0;0;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-11;11/11/2025;11/12/2025;20134690080;FAMAI SEAL JET S.A.C.;1;FACTURA;F001-00045385;USD;3.38;844.5;152.01;996.51;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;CLAUDIO BALDEON
2025;2025-11;12/11/2025;12/12/2025;20120858425;POWER S.A.C.;1;FACTURA;F001-00045417;USD;3.37;1,107.00;199.26;1,306.26;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-11;13/11/2025;13/12/2025;20100082803;EPIROC PERU SOCIEDAD ANONIMA;1;FACTURA;F001-00045427;USD;3.37;364;65.52;429.52;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2025;2025-10;10/10/2025;9/12/2025;20100123411;INDRA PERU S.A.;1;FACTURA;F001-00045005;USD;3.44;132.6;23.87;156.47;0;0;0;CREDITO;Factura a 60 día;OTROS;;;0;0;0;0;0;0;0;JACKELINE PANDO
2025;2025-12;15/12/2025;15/12/2025;20604232342;GEAR INDUSTRIAL J & A E.I.R.L.;1;FACTURA;F001-00045769;USD;3.37;184;33.12;217.12;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;ANTHONY INFANTES
2025;2025-11;12/11/2025;12/12/2025;20502351908;OPP FILM S.A.;1;FACTURA;F001-00045416;USD;3.37;3,900.00;702;4,602.00;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ANTHONY INFANTES
2025;2025-09;23/09/2025;7/11/2025;20516377047;ONLINK SOCIEDAD ANONIMA CERRADA;1;FACTURA;F001-00044819;USD;3.51;329.14;59.25;388.39;0;0;0;CREDITO;Factura a 45 día;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2025;2025-11;13/11/2025;13/12/2025;20516377047;ONLINK SOCIEDAD ANONIMA CERRADA;1;FACTURA;F001-00045432;USD;3.37;369.6;66.53;436.13;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2025;2025-10;21/10/2025;20/12/2025;20110950544;A & A IMPORT S.A.;1;FACTURA;F001-00045113;USD;3.38;946.51;170.37;1,116.88;0;0;0;CREDITO;Factura a 60 día;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2025;2025-12;23/12/2025;23/03/2026;20261677955;NEXA RESOURCES CAJAMARQUILLA S.A.;1;FACTURA;F001-00045863;USD;3.37;1,246.77;224.42;1,471.19;0;0;0;CREDITO;Factura a 90 día;OTROS;;;0;0;0;0;0;0;0;CLAUDIO BALDEON
2025;2025-12;18/12/2025;18/12/2025;20510165561;INTRIAL S.A.C.;1;FACTURA;F001-00045812;USD;3.37;816.2;146.92;963.12;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;CRISTHIAN VEGA
